,user_id,grid_num,score_dif,time_constraint,in_distrib,time_x_distrib,push,time_x_push
2713,156,207,0,0.5,-0.5,-0.25,-0.5,-0.25
2714,165,102,0,0.5,-0.5,-0.25,0.5,0.25
2715,162,406,0,0.5,0.5,0.25,0.0,0.0
2716,146,404,0,0.5,0.5,0.25,0.0,0.0
2717,166,407,0,0.5,0.5,0.25,0.0,0.0
2718,160,307,0,0.5,0.5,0.25,0.0,0.0
2719,164,407,0,0.5,0.5,0.25,0.0,0.0
2720,162,404,0,0.5,0.5,0.25,0.0,0.0
2721,146,101,0,0.5,-0.5,-0.25,0.5,0.25
2722,164,401,0,0.5,0.5,0.25,0.0,0.0
2723,166,107,-1,0.5,-0.5,-0.25,0.5,0.25
2724,165,307,0,0.5,0.5,0.25,0.0,0.0
2725,156,107,0,0.5,-0.5,-0.25,0.5,0.25
2726,158,204,0,0.5,-0.5,-0.25,-0.5,-0.25
2727,139,105,0,0.5,-0.5,-0.25,0.5,0.25
2728,160,302,0,0.5,0.5,0.25,0.0,0.0
2729,165,406,0,0.5,0.5,0.25,0.0,0.0
2730,156,101,0,0.5,-0.5,-0.25,0.5,0.25
2731,166,305,0,0.5,0.5,0.25,0.0,0.0
2732,162,101,0,0.5,-0.5,-0.25,0.5,0.25
2733,164,108,0,0.5,-0.5,-0.25,0.5,0.25
2734,159,107,-1,0.5,-0.5,-0.25,0.5,0.25
2735,160,303,0,0.5,0.5,0.25,0.0,0.0
2736,139,103,0,0.5,-0.5,-0.25,0.5,0.25
2737,156,104,0,0.5,-0.5,-0.25,0.5,0.25
2738,158,403,0,0.5,0.5,0.25,0.0,0.0
2739,166,208,0,0.5,-0.5,-0.25,-0.5,-0.25
2740,159,201,0,0.5,-0.5,-0.25,-0.5,-0.25
2741,139,404,0,0.5,0.5,0.25,0.0,0.0
2742,162,302,0,0.5,0.5,0.25,0.0,0.0
2743,158,304,0,0.5,0.5,0.25,0.0,0.0
2744,160,403,0,0.5,0.5,0.25,0.0,0.0
2745,159,404,0,0.5,0.5,0.25,0.0,0.0
2746,139,304,0,0.5,0.5,0.25,0.0,0.0
2747,162,304,0,0.5,0.5,0.25,0.0,0.0
2748,154,201,0,0.5,-0.5,-0.25,-0.5,-0.25
2749,166,204,0,0.5,-0.5,-0.25,-0.5,-0.25
2750,164,103,-1,0.5,-0.5,-0.25,0.5,0.25
2751,165,401,0,0.5,0.5,0.25,0.0,0.0
2752,158,306,0,0.5,0.5,0.25,0.0,0.0
2753,139,208,0,0.5,-0.5,-0.25,-0.5,-0.25
2754,162,203,0,0.5,-0.5,-0.25,-0.5,-0.25
2755,159,306,0,0.5,0.5,0.25,0.0,0.0
2756,165,403,0,0.5,0.5,0.25,0.0,0.0
2757,164,207,0,0.5,-0.5,-0.25,-0.5,-0.25
2758,160,105,0,0.5,-0.5,-0.25,0.5,0.25
2759,166,306,0,0.5,0.5,0.25,0.0,0.0
2760,139,201,0,0.5,-0.5,-0.25,-0.5,-0.25
2761,162,106,0,0.5,-0.5,-0.25,0.5,0.25
2762,154,103,-1,0.5,-0.5,-0.25,0.5,0.25
2763,168,107,0,0.5,-0.5,-0.25,0.5,0.25
2764,160,407,0,0.5,0.5,0.25,0.0,0.0
2765,139,402,0,0.5,0.5,0.25,0.0,0.0
2766,162,206,0,0.5,-0.5,-0.25,-0.5,-0.25
2767,166,105,0,0.5,-0.5,-0.25,0.5,0.25
2768,168,402,0,0.5,0.5,0.25,0.0,0.0
2769,154,401,0,0.5,0.5,0.25,0.0,0.0
2770,164,306,0,0.5,0.5,0.25,0.0,0.0
2771,160,203,0,0.5,-0.5,-0.25,-0.5,-0.25
2772,165,304,0,0.5,0.5,0.25,0.0,0.0
2773,159,103,-1,0.5,-0.5,-0.25,0.5,0.25
2774,139,406,0,0.5,0.5,0.25,0.0,0.0
2775,165,201,0,0.5,-0.5,-0.25,-0.5,-0.25
2776,160,308,0,0.5,0.5,0.25,0.0,0.0
2777,154,403,0,0.5,0.5,0.25,0.0,0.0
2778,168,206,0,0.5,-0.5,-0.25,-0.5,-0.25
2779,162,204,0,0.5,-0.5,-0.25,-0.5,-0.25
2780,159,408,0,0.5,0.5,0.25,0.0,0.0
2781,166,303,0,0.5,0.5,0.25,0.0,0.0
2782,165,103,0,0.5,-0.5,-0.25,0.5,0.25
2783,139,405,0,0.5,0.5,0.25,0.0,0.0
2784,168,103,0,0.5,-0.5,-0.25,0.5,0.25
2785,162,308,0,0.5,0.5,0.25,0.0,0.0
2786,164,402,0,0.5,0.5,0.25,0.0,0.0
2787,159,401,0,0.5,0.5,0.25,0.0,0.0
2788,168,102,0,0.5,-0.5,-0.25,0.5,0.25
2789,166,106,-1,0.5,-0.5,-0.25,0.5,0.25
2790,159,207,0,0.5,-0.5,-0.25,-0.5,-0.25
2791,154,107,-1,0.5,-0.5,-0.25,0.5,0.25
2792,164,208,0,0.5,-0.5,-0.25,-0.5,-0.25
2793,165,106,0,0.5,-0.5,-0.25,0.5,0.25
