gridnum,model,iterations,score
102,dual,50,0
102,mc,50,0
102,dual,50,-1
102,mc,50,0
102,dual,50,-1
102,mc,50,0
102,dual,50,0
102,mc,50,0
102,dual,50,0
102,mc,50,0
102,dual,50,0
102,mc,50,0
102,dual,50,-1
102,mc,50,0
102,dual,50,0
102,mc,50,0
102,dual,50,-1
102,mc,50,0
102,dual,50,0
102,mc,50,0
102,dual,50,-1
102,mc,50,0
102,dual,50,-1
102,mc,50,0
102,dual,50,-1
102,mc,50,0
102,dual,50,0
102,mc,50,0
102,dual,50,0
102,mc,50,0
102,dual,50,-1
102,mc,50,0
102,dual,50,0
102,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,0
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,0
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
103,dual,50,-1
103,mc,50,0
103,dual,50,0
103,mc,50,0
103,dual,50,-1
103,mc,50,0
103,dual,50,-1
103,mc,50,-1
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,-1
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
104,dual,50,0
104,mc,50,0
