gridnum,model,iterations,score
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,0
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,-1
208,dual,150,0
208,mc,150,-1
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
301,dual,150,0
301,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
302,mc,150,0
302,dual,150,0
