,trial,score_dif,userid,gridtype,gridnum
101201,2,1.0,163,Push,105
101219,4,0.0,150,Push,102
101435,8,1.0,142,Push,103
101471,1,0.0,136,Push,108
101687,5,0.0,144,Push,108
101717,6,0.0,159,Push,102
101747,7,1.0,146,Push,105
101855,6,1.0,144,Push,106
101915,8,1.0,146,Push,107
102011,2,1.0,136,Push,105
102047,5,0.0,150,Push,103
102275,7,1.0,159,Push,103
102431,8,0.0,71,Push,102
102695,3,0.0,136,Push,107
102971,3,1.0,160,Push,107
103049,7,1.0,144,Push,104
103151,4,1.0,160,Push,105
103187,3,1.0,163,Push,101
103259,4,0.0,155,Push,103
103343,4,1.0,163,Push,104
103481,5,1.0,160,Push,102
103595,8,1.0,144,Push,105
103775,7,0.0,90,Push,102
103805,6,1.0,50,Push,108
103823,5,0.0,155,Push,102
103997,7,1.0,50,Push,101
104033,4,1.0,136,Push,101
104057,5,1.0,163,Push,107
104105,8,0.0,90,Push,108
104141,6,1.0,160,Push,104
104165,1,0.0,162,Push,104
104489,5,1.0,136,Push,102
104729,2,0.0,162,Push,108
104825,6,1.0,163,Push,106
104951,6,1.0,155,Push,106
104999,7,1.0,160,Push,106
105215,7,1.0,163,Push,108
105365,6,0.0,150,Push,101
105395,8,0.0,163,Push,102
105407,8,1.0,159,Push,105
105461,6,0.0,136,Push,103
105563,7,1.0,150,Push,105
105581,7,0.0,136,Push,106
105647,8,1.0,50,Push,103
105743,1,0.0,166,Push,103
105755,8,1.0,150,Push,106
105893,8,1.0,160,Push,108
106019,3,0.0,162,Push,103
106079,8,1.0,136,Push,104
106265,1,0.0,151,Push,104
106577,4,1.0,162,Push,106
106745,5,1.0,162,Push,105
106967,2,0.0,151,Push,107
106973,7,0.0,155,Push,107
107147,1,1.0,172,Push,104
107561,1,1.0,170,Push,101
107609,1,1.0,164,Push,103
107771,8,0.0,155,Push,108
107921,2,1.0,164,Push,108
107993,3,0.0,151,Push,103
107999,6,1.0,162,Push,107
108023,2,1.0,172,Push,101
108107,2,1.0,170,Push,104
108143,1,1.0,157,Push,106
108179,3,1.0,164,Push,101
108323,2,1.0,70,Push,104
108365,3,1.0,172,Push,107
108455,7,1.0,162,Push,102
108515,2,0.0,157,Push,102
108635,3,1.0,70,Push,107
108749,4,1.0,70,Push,101
108935,4,1.0,172,Push,108
108947,3,0.0,170,Push,102
108977,1,0.0,161,Push,105
109025,4,1.0,151,Push,105
109229,2,0.0,161,Push,102
109379,4,1.0,170,Push,107
109469,4,1.0,164,Push,102
109499,8,1.0,162,Push,101
109595,5,1.0,172,Push,105
109859,3,0.0,161,Push,106
110087,4,0.0,161,Push,101
110153,3,1.0,157,Push,101
110267,1,1.0,156,Push,102
110357,6,0.0,172,Push,102
111005,5,0.0,161,Push,104
111065,7,1.0,172,Push,106
111095,4,1.0,157,Push,105
111305,2,1.0,156,Push,101
111455,6,0.0,161,Push,103
111503,5,1.0,164,Push,106
111671,8,1.0,172,Push,103
111695,5,1.0,157,Push,108
111761,6,1.0,164,Push,105
111815,5,0.0,170,Push,105
111923,7,1.0,164,Push,104
111935,3,1.0,156,Push,107
111983,6,0.0,170,Push,108
112343,4,1.0,156,Push,104
112487,5,1.0,156,Push,108
112589,5,1.0,70,Push,102
112781,6,1.0,157,Push,103
112901,6,1.0,156,Push,106
113069,1,0.0,171,Push,104
113177,7,0.0,161,Push,107
113231,7,1.0,157,Push,104
113441,7,1.0,156,Push,105
113543,5,0.0,151,Push,108
113615,6,0.0,70,Push,108
113639,1,0.0,179,Push,101
113777,2,0.0,179,Push,103
113813,6,0.0,151,Push,101
113939,8,1.0,157,Push,107
113951,7,1.0,170,Push,106
114005,8,0.0,161,Push,108
114107,3,1.0,179,Push,108
114215,8,1.0,164,Push,107
114569,7,1.0,70,Push,106
114677,1,0.0,169,Push,107
114821,2,0.0,171,Push,103
115085,8,0.0,170,Push,103
115193,1,0.0,175,Push,102
115301,8,1.0,156,Push,103
115385,8,1.0,70,Push,103
115421,7,0.0,151,Push,106
115589,3,0.0,171,Push,102
115745,4,1.0,179,Push,104
115907,2,0.0,169,Push,108
115973,2,1.0,175,Push,101
116081,1,0.0,176,Push,102
116123,5,1.0,179,Push,107
116243,6,1.0,179,Push,106
116249,4,0.0,171,Push,107
116351,2,1.0,176,Push,101
116549,8,0.0,151,Push,102
116609,3,0.0,176,Push,108
116909,5,1.0,171,Push,105
116993,7,1.0,179,Push,105
117083,3,1.0,169,Push,104
117143,3,0.0,175,Push,106
117575,8,1.0,179,Push,102
118307,1,0.0,168,Push,106
119135,1,0.0,173,Push,108
119357,1,1.0,180,Push,106
119381,4,1.0,175,Push,107
119387,2,1.0,173,Push,105
119441,1,0.0,188,Push,108
119591,2,0.0,168,Push,103
119759,1,0.0,181,Push,104
119987,5,1.0,175,Push,105
119993,3,0.0,168,Push,107
120029,2,1.0,180,Push,102
120053,1,0.0,185,Push,107
120383,6,0.0,175,Push,108
120527,2,0.0,188,Push,104
120653,6,1.0,171,Push,106
120659,3,1.0,188,Push,105
120797,1,1.0,192,Push,104
120851,2,0.0,181,Push,105
120899,7,1.0,171,Push,101
121145,8,1.0,171,Push,108
121259,3,0.0,180,Push,103
121319,2,1.0,185,Push,105
121421,4,1.0,169,Push,101
121505,7,1.0,175,Push,103
121565,3,0.0,181,Push,103
121613,2,1.0,192,Push,106
121739,4,0.0,168,Push,104
121811,4,0.0,180,Push,108
121817,8,1.0,175,Push,104
121841,4,0.0,188,Push,107
121907,4,0.0,176,Push,107
121967,3,1.0,185,Push,108
122057,5,1.0,188,Push,106
122153,4,0.0,181,Push,108
122171,4,1.0,185,Push,103
122231,3,0.0,173,Push,102
122255,6,1.0,188,Push,103
122273,5,0.0,169,Push,103
122441,6,1.0,169,Push,106
122477,3,1.0,192,Push,101
122525,5,0.0,181,Push,106
122585,4,1.0,173,Push,106
122597,7,1.0,169,Push,102
122609,4,1.0,192,Push,102
122669,5,1.0,180,Push,101
122693,5,0.0,176,Push,103
122699,5,1.0,168,Push,105
123065,5,1.0,173,Push,103
123203,5,1.0,192,Push,107
123299,6,1.0,173,Push,101
123395,6,0.0,168,Push,101
123419,7,1.0,173,Push,107
123635,6,0.0,181,Push,102
123671,8,1.0,173,Push,104
123689,7,0.0,168,Push,102
123695,5,1.0,185,Push,104
123941,7,0.0,188,Push,102
123953,6,1.0,180,Push,105
123959,6,1.0,192,Push,108
124301,8,1.0,188,Push,101
124643,8,1.0,169,Push,105
124685,6,1.0,185,Push,106
124973,7,1.0,192,Push,105
125021,7,1.0,185,Push,101
125093,8,1.0,192,Push,103
125357,6,1.0,176,Push,106
125375,8,1.0,185,Push,102
125483,7,1.0,176,Push,104
125735,7,0.0,181,Push,101
125867,8,1.0,176,Push,105
126299,8,0.0,168,Push,108
126413,2,0.0,166,Push,102
126581,3,0.0,166,Push,106
126605,8,0.0,181,Push,107
126773,4,0.0,166,Push,108
126953,7,1.0,180,Push,104
127691,8,1.0,180,Push,107
127697,5,0.0,166,Push,104
127829,6,0.0,166,Push,107
127955,7,0.0,166,Push,101
128903,8,1.0,166,Push,105
129185,1,1.0,203,Push,105
129437,2,1.0,203,Push,102
129509,1,1.0,199,Push,105
129593,3,1.0,203,Push,104
129641,1,0.0,201,Push,101
129683,2,1.0,201,Push,102
129857,3,0.0,201,Push,108
129863,4,1.0,203,Push,103
129947,5,1.0,203,Push,107
129983,2,0.0,199,Push,102
130391,4,1.0,201,Push,104
130403,6,1.0,203,Push,101
130505,5,1.0,201,Push,103
130757,3,0.0,199,Push,106
130937,4,0.0,199,Push,108
131081,7,1.0,203,Push,108
131447,8,1.0,203,Push,106
131591,5,1.0,199,Push,107
131759,1,0.0,204,Push,106
131807,6,1.0,199,Push,101
131873,1,0.0,206,Push,103
132413,2,1.0,204,Push,101
132605,2,1.0,206,Push,101
132611,3,0.0,204,Push,102
132659,1,0.0,207,Push,108
132719,7,1.0,199,Push,103
132791,8,1.0,199,Push,104
132875,1,0.0,205,Push,102
133007,2,0.0,207,Push,103
133019,3,1.0,206,Push,106
133079,3,1.0,207,Push,104
133139,4,0.0,204,Push,107
133397,5,1.0,204,Push,108
133613,4,1.0,207,Push,106
133739,2,0.0,205,Push,104
134273,4,1.0,206,Push,107
134357,5,1.0,206,Push,108
134393,6,1.0,204,Push,103
134639,5,1.0,207,Push,105
134675,6,1.0,206,Push,105
134699,1,0.0,210,Push,104
134705,7,1.0,204,Push,105
134849,6,1.0,207,Push,102
134957,8,1.0,204,Push,104
134969,7,1.0,207,Push,107
135269,7,1.0,206,Push,104
135377,8,1.0,206,Push,102
135455,8,1.0,207,Push,101
135539,1,1.0,212,Push,102
135749,3,0.0,205,Push,103
136019,2,1.0,212,Push,106
136145,2,0.0,210,Push,107
136217,3,1.0,212,Push,101
136259,3,0.0,210,Push,101
136409,4,0.0,205,Push,108
136445,4,1.0,212,Push,108
136553,1,0.0,218,Push,101
136589,5,1.0,205,Push,105
136691,6,1.0,205,Push,107
136865,5,1.0,212,Push,105
136883,4,0.0,210,Push,103
137171,6,1.0,212,Push,103
137219,1,1.0,215,Push,104
137267,7,1.0,212,Push,104
137363,1,0.0,219,Push,103
137381,7,1.0,205,Push,101
137393,6,0.0,201,Push,107
137399,8,1.0,212,Push,107
137537,2,0.0,219,Push,106
137561,2,0.0,218,Push,106
137699,3,0.0,218,Push,108
137717,5,1.0,210,Push,106
137867,4,0.0,218,Push,105
137885,7,0.0,201,Push,105
137999,6,1.0,210,Push,105
138041,8,1.0,205,Push,106
138161,3,0.0,219,Push,105
138203,2,0.0,215,Push,107
138239,5,0.0,218,Push,104
138533,3,1.0,215,Push,106
138617,8,1.0,201,Push,106
138641,7,1.0,210,Push,102
138653,1,0.0,220,Push,103
138683,8,1.0,210,Push,108
138719,6,0.0,218,Push,103
138929,7,0.0,218,Push,102
138935,2,1.0,220,Push,105
138983,4,1.0,215,Push,108
139013,8,0.0,218,Push,107
139211,5,1.0,215,Push,102
139217,3,1.0,220,Push,107
139277,6,1.0,215,Push,103
139325,1,1.0,221,Push,105
139343,1,1.0,223,Push,105
139367,4,1.0,220,Push,102
139463,7,1.0,215,Push,105
139517,5,1.0,220,Push,104
139667,2,1.0,221,Push,104
139769,8,1.0,215,Push,101
139931,1,0.0,214,Push,103
140081,2,0.0,223,Push,102
140153,3,0.0,223,Push,106
140531,4,0.0,223,Push,101
140741,5,0.0,223,Push,103
140783,3,0.0,221,Push,107
140825,2,0.0,214,Push,108
140843,6,1.0,220,Push,108
141167,3,0.0,214,Push,101
141215,7,1.0,220,Push,101
141389,8,1.0,220,Push,106
141467,4,0.0,221,Push,103
141569,6,0.0,223,Push,104
141779,5,0.0,221,Push,102
141881,7,0.0,223,Push,108
141911,4,0.0,219,Push,107
141929,1,0.0,216,Push,106
142055,8,0.0,223,Push,107
142109,4,0.0,214,Push,104
142355,2,0.0,216,Push,104
142457,5,0.0,214,Push,105
142547,3,0.0,216,Push,101
142847,1,1.0,225,Push,104
142919,4,0.0,216,Push,102
143027,6,0.0,214,Push,102
143051,6,0.0,221,Push,101
143213,1,0.0,227,Push,104
143243,2,1.0,225,Push,107
143327,2,1.0,227,Push,106
143363,3,1.0,225,Push,103
143423,3,1.0,227,Push,108
143483,5,0.0,219,Push,102
143699,6,0.0,219,Push,108
143717,7,0.0,214,Push,106
143765,7,0.0,221,Push,108
143879,8,1.0,221,Push,106
144035,4,1.0,225,Push,101
144203,7,1.0,219,Push,104
144215,8,0.0,214,Push,107
144377,5,0.0,216,Push,107
144395,4,0.0,227,Push,102
144683,8,1.0,219,Push,101
144731,6,0.0,216,Push,103
144737,5,0.0,225,Push,108
144875,6,1.0,225,Push,105
145157,1,1.0,229,Push,104
145205,1,0.0,226,Push,108
145211,7,0.0,225,Push,102
145265,7,0.0,216,Push,105
145427,8,1.0,225,Push,106
145559,5,1.0,227,Push,101
145703,2,1.0,226,Push,105
145931,3,0.0,226,Push,103
146201,6,0.0,227,Push,103
146249,2,0.0,229,Push,103
146279,7,1.0,227,Push,105
146351,1,0.0,228,Push,107
146477,2,0.0,228,Push,102
146489,1,0.0,235,Push,106
146501,8,0.0,216,Push,108
146573,8,1.0,227,Push,107
146597,3,0.0,228,Push,105
146663,3,0.0,229,Push,102
146957,4,1.0,229,Push,105
146993,2,0.0,235,Push,108
147053,4,0.0,226,Push,101
147167,5,0.0,229,Push,106
147251,6,1.0,229,Push,108
147299,5,1.0,226,Push,106
147329,3,1.0,235,Push,103
147425,1,0.0,231,Push,101
147479,7,0.0,229,Push,107
147509,4,0.0,235,Push,105
147641,2,0.0,231,Push,103
147815,1,0.0,237,Push,106
147911,2,1.0,237,Push,105
148073,6,0.0,226,Push,104
148109,3,1.0,237,Push,101
148277,8,0.0,229,Push,101
148361,1,1.0,238,Push,103
148433,5,0.0,235,Push,107
148529,6,1.0,235,Push,102
148547,2,0.0,238,Push,108
148553,4,1.0,228,Push,101
148589,1,1.0,236,Push,102
148601,7,0.0,226,Push,107
148607,3,1.0,238,Push,104
148847,7,1.0,235,Push,101
148871,4,1.0,237,Push,104
148991,2,1.0,236,Push,105
149003,8,0.0,226,Push,102
149027,8,1.0,235,Push,104
149063,5,1.0,228,Push,104
149117,1,1.0,232,Push,105
149159,3,0.0,231,Push,104
149165,6,1.0,228,Push,106
149219,5,0.0,237,Push,108
149231,3,1.0,236,Push,101
149375,4,1.0,231,Push,105
149381,4,1.0,236,Push,103
149411,7,1.0,228,Push,103
149417,2,0.0,232,Push,102
149429,4,1.0,238,Push,102
149495,8,1.0,228,Push,108
149627,5,1.0,238,Push,106
149747,6,1.0,237,Push,107
149789,5,0.0,231,Push,108
149813,5,1.0,236,Push,108
149861,6,1.0,238,Push,107
150167,7,1.0,238,Push,105
150191,3,0.0,232,Push,106
150215,8,1.0,238,Push,101
150287,6,1.0,236,Push,106
150419,6,0.0,231,Push,102
150485,7,0.0,231,Push,106
150917,7,1.0,236,Push,104
150995,8,1.0,236,Push,107
151007,8,0.0,231,Push,107
151133,7,0.0,237,Push,102
151199,8,1.0,237,Push,103
151301,4,0.0,232,Push,104
151397,5,0.0,232,Push,108
151517,6,1.0,232,Push,101
151595,7,0.0,232,Push,107
151643,8,0.0,232,Push,103
151775,1,1.0,239,Push,107
151817,2,1.0,239,Push,106
151919,3,1.0,239,Push,108
152075,4,1.0,239,Push,101
152291,1,0.0,242,Push,107
152333,2,1.0,242,Push,106
152555,5,1.0,239,Push,103
152609,6,1.0,239,Push,104
152693,3,1.0,242,Push,108
152891,1,1.0,243,Push,101
152945,7,1.0,239,Push,102
152957,2,1.0,243,Push,104
153053,8,1.0,239,Push,105
153179,4,0.0,242,Push,104
153695,3,1.0,243,Push,105
153911,5,1.0,242,Push,102
154175,6,1.0,242,Push,101
154313,4,1.0,243,Push,106
154385,7,1.0,242,Push,105
154469,1,1.0,245,Push,104
154637,1,0.0,247,Push,105
154697,5,1.0,243,Push,108
154703,8,0.0,242,Push,103
154811,6,0.0,243,Push,103
154895,7,1.0,243,Push,107
154901,2,1.0,245,Push,106
154955,3,1.0,245,Push,107
155057,4,1.0,245,Push,103
155105,8,1.0,243,Push,102
155117,5,0.0,245,Push,108
155129,2,1.0,247,Push,104
155237,3,1.0,247,Push,108
155351,4,1.0,247,Push,102
155429,5,1.0,247,Push,107
155597,6,1.0,245,Push,101
155645,6,1.0,247,Push,106
155759,7,1.0,247,Push,103
155783,8,1.0,247,Push,101
155879,7,1.0,245,Push,105
155897,8,1.0,245,Push,102
155909,1,0.0,249,Push,103
155969,2,0.0,249,Push,108
156041,3,1.0,249,Push,101
156251,4,1.0,249,Push,107
156341,1,1.0,246,Push,101
156443,2,1.0,246,Push,104
156461,5,0.0,249,Push,102
156521,3,1.0,246,Push,105
156551,1,1.0,244,Push,106
156623,6,1.0,249,Push,104
156695,4,1.0,246,Push,108
156707,7,1.0,249,Push,105
156863,1,1.0,248,Push,102
156887,2,1.0,244,Push,105
156947,2,1.0,248,Push,108
156971,3,1.0,248,Push,106
157061,8,1.0,249,Push,106
157103,3,1.0,244,Push,103
157115,4,1.0,248,Push,104
157175,5,1.0,248,Push,107
157187,1,0.0,250,Push,103
157307,5,0.0,246,Push,107
157367,6,1.0,246,Push,102
157397,4,0.0,244,Push,102
157421,6,1.0,248,Push,103
157451,5,1.0,244,Push,107
157463,7,1.0,248,Push,105
157523,8,0.0,248,Push,101
157529,7,1.0,246,Push,103
157577,2,0.0,250,Push,108
157601,8,1.0,246,Push,106
157607,6,1.0,244,Push,104
157625,3,1.0,250,Push,106
157631,7,1.0,244,Push,101
157715,8,1.0,244,Push,108
157793,4,1.0,250,Push,105
157859,5,1.0,250,Push,107
157955,6,1.0,250,Push,101
157973,7,1.0,250,Push,104
158075,8,1.0,250,Push,102
159125,1,1.0,252,Push,108
159287,2,1.0,252,Push,101
159377,3,0.0,252,Push,107
159407,4,1.0,252,Push,102
159419,5,1.0,252,Push,105
159431,1,1.0,254,Push,106
159533,2,1.0,254,Push,108
159575,3,1.0,254,Push,104
159683,4,1.0,254,Push,105
159719,6,1.0,252,Push,104
159743,7,1.0,252,Push,103
159755,8,1.0,252,Push,106
159953,1,1.0,251,Push,104
160139,2,1.0,251,Push,106
160187,1,1.0,253,Push,101
160199,5,1.0,254,Push,102
160289,3,1.0,251,Push,101
160301,2,1.0,253,Push,107
160319,4,1.0,251,Push,107
160409,6,1.0,254,Push,103
160421,3,1.0,253,Push,105
160427,7,1.0,254,Push,107
160445,4,1.0,253,Push,103
160451,8,1.0,254,Push,101
160463,5,1.0,251,Push,102
160589,5,1.0,253,Push,108
160619,6,1.0,253,Push,104
160661,6,1.0,251,Push,105
160679,7,1.0,251,Push,108
160967,7,1.0,253,Push,106
160991,8,1.0,251,Push,103
161003,8,1.0,253,Push,102
161189,1,0.0,255,Push,105
161231,2,1.0,255,Push,107
161291,1,0.0,256,Push,103
161453,3,1.0,255,Push,102
161501,4,1.0,255,Push,106
161627,5,1.0,255,Push,108
161651,6,1.0,255,Push,104
162089,7,1.0,255,Push,101
162095,2,1.0,256,Push,101
162125,8,1.0,255,Push,103
162335,3,1.0,256,Push,108
162377,1,0.0,258,Push,102
162383,4,1.0,256,Push,102
162395,5,1.0,256,Push,104
162479,6,1.0,256,Push,105
162545,2,0.0,258,Push,108
162557,7,0.0,256,Push,107
162617,3,1.0,258,Push,107
162701,4,0.0,258,Push,104
162725,5,0.0,258,Push,105
162761,6,0.0,258,Push,103
162773,8,0.0,256,Push,106
162851,7,0.0,258,Push,106
162857,1,0.0,257,Push,103
162899,2,0.0,257,Push,104
162995,8,1.0,258,Push,101
163025,3,0.0,257,Push,107
163115,4,0.0,257,Push,106
163205,5,0.0,257,Push,108
163319,6,0.0,257,Push,102
163349,7,1.0,257,Push,105
163373,8,0.0,257,Push,101
163877,1,0.0,260,Push,104
163901,2,1.0,260,Push,105
163913,3,1.0,260,Push,108
163943,4,1.0,260,Push,107
163961,5,1.0,260,Push,101
163991,6,1.0,260,Push,106
164021,7,1.0,260,Push,102
164039,8,0.0,260,Push,103
171767,1,0.0,265,Push,108
172091,1,0.0,267,Push,108
172991,2,0.0,265,Push,102
173651,1,0.0,274,Push,106
173699,3,0.0,265,Push,103
173735,2,1.0,267,Push,102
173771,1,1.0,276,Push,105
174551,2,0.0,274,Push,107
174623,2,1.0,276,Push,101
174941,3,1.0,274,Push,102
175673,3,1.0,276,Push,108
175733,3,1.0,267,Push,107
176573,4,1.0,267,Push,104
177071,4,1.0,274,Push,103
177233,1,0.0,264,Push,102
177425,5,1.0,267,Push,106
177467,4,1.0,265,Push,104
177665,5,1.0,265,Push,105
177671,2,0.0,264,Push,103
177761,1,1.0,275,Push,104
177893,4,1.0,276,Push,104
177923,5,1.0,274,Push,105
177959,3,0.0,264,Push,106
178313,1,0.0,283,Push,105
178445,5,1.0,276,Push,102
178739,6,1.0,274,Push,104
178745,6,1.0,267,Push,103
178769,6,1.0,276,Push,107
178787,2,1.0,283,Push,102
179279,6,1.0,265,Push,101
179303,7,1.0,276,Push,103
179327,1,1.0,279,Push,104
179501,7,1.0,265,Push,107
179579,3,1.0,283,Push,104
179645,8,1.0,265,Push,106
179717,1,0.0,281,Push,101
179771,1,0.0,273,Push,107
180131,7,1.0,267,Push,105
180137,2,1.0,273,Push,104
180299,8,1.0,267,Push,101
180395,4,1.0,264,Push,105
180473,7,1.0,274,Push,101
180581,8,1.0,276,Push,106
180617,3,1.0,273,Push,103
180635,2,0.0,281,Push,105
180725,2,1.0,275,Push,105
180737,2,1.0,279,Push,106
180797,1,0.0,277,Push,106
181019,3,0.0,281,Push,107
181079,1,1.0,285,Push,101
181169,2,0.0,277,Push,102
181229,3,1.0,279,Push,103
181265,8,1.0,274,Push,108
181349,3,1.0,275,Push,103
181451,4,0.0,281,Push,108
181457,1,0.0,278,Push,108
181475,5,0.0,264,Push,104
181511,4,1.0,273,Push,106
181535,4,1.0,275,Push,106
181631,6,0.0,264,Push,107
181637,4,0.0,283,Push,108
181895,4,1.0,279,Push,105
181937,5,1.0,273,Push,101
182081,3,0.0,277,Push,104
182141,1,0.0,286,Push,101
182177,1,0.0,269,Push,102
182201,2,1.0,285,Push,102
182255,5,1.0,275,Push,102
182297,5,1.0,281,Push,106
182429,6,1.0,275,Push,108
182459,1,0.0,284,Push,108
182465,2,0.0,286,Push,103
182675,4,1.0,277,Push,107
182717,5,1.0,283,Push,101
182729,5,1.0,279,Push,102
182789,1,0.0,294,Push,106
182897,3,0.0,286,Push,105
182903,1,0.0,288,Push,108
182933,1,1.0,290,Push,105
182999,6,1.0,279,Push,101
183047,4,0.0,286,Push,106
183077,6,1.0,281,Push,102
183155,2,1.0,269,Push,105
183293,3,1.0,285,Push,103
183707,2,0.0,290,Push,108
183713,6,1.0,283,Push,103
183749,6,0.0,273,Push,105
183893,3,1.0,290,Push,106
183971,5,0.0,286,Push,104
184061,7,1.0,275,Push,107
184073,4,1.0,290,Push,107
184091,2,0.0,284,Push,102
184139,5,1.0,277,Push,101
184163,2,0.0,288,Push,104
184205,5,0.0,290,Push,103
184223,2,1.0,294,Push,105
184295,7,1.0,283,Push,107
184343,2,0.0,278,Push,101
184355,7,0.0,273,Push,108
184367,8,1.0,275,Push,101
184433,7,1.0,279,Push,107
184487,1,1.0,291,Push,102
184505,3,1.0,288,Push,106
184667,8,0.0,273,Push,102
184691,8,1.0,279,Push,108
184733,3,1.0,294,Push,108
184901,3,0.0,278,Push,104
184985,3,1.0,284,Push,101
185015,8,1.0,283,Push,106
185039,7,1.0,281,Push,104
185291,8,1.0,281,Push,103
185321,4,0.0,288,Push,103
185345,4,1.0,285,Push,106
185453,4,1.0,294,Push,104
185669,5,0.0,285,Push,108
185693,5,1.0,294,Push,102
185747,7,1.0,264,Push,101
185825,6,1.0,290,Push,104
185867,8,0.0,264,Push,108
185909,6,1.0,294,Push,107
185915,2,1.0,291,Push,107
185921,1,0.0,299,Push,101
186011,4,0.0,278,Push,103
186071,5,1.0,288,Push,105
186107,6,0.0,286,Push,102
186305,6,1.0,285,Push,105
186317,3,1.0,269,Push,107
186323,6,1.0,277,Push,103
186359,7,0.0,286,Push,107
186425,6,0.0,288,Push,102
186437,4,0.0,284,Push,107
186449,7,1.0,290,Push,102
186521,3,1.0,291,Push,105
186611,8,1.0,286,Push,108
186641,7,1.0,285,Push,107
186677,5,1.0,284,Push,103
186881,4,1.0,291,Push,103
186899,7,1.0,277,Push,108
186995,5,0.0,278,Push,105
187067,8,1.0,277,Push,105
187097,4,1.0,269,Push,104
187151,8,1.0,285,Push,104
187313,8,1.0,290,Push,101
187667,2,0.0,299,Push,102
187763,6,0.0,284,Push,105
187787,6,0.0,278,Push,107
187991,5,1.0,291,Push,106
188039,7,0.0,278,Push,102
188117,3,1.0,299,Push,104
188135,1,0.0,303,Push,107
188207,7,1.0,284,Push,104
188273,7,1.0,294,Push,101
188279,8,0.0,278,Push,106
188303,6,1.0,291,Push,104
188363,7,0.0,288,Push,101
188405,4,1.0,299,Push,105
188423,5,1.0,269,Push,103
188429,8,1.0,294,Push,103
188495,2,1.0,303,Push,104
188537,5,1.0,299,Push,108
188549,6,1.0,269,Push,108
188681,8,0.0,288,Push,107
188729,7,1.0,291,Push,101
188735,6,1.0,299,Push,103
188777,3,1.0,303,Push,101
188867,7,1.0,299,Push,106
188891,1,0.0,297,Push,102
188903,8,1.0,284,Push,106
188993,8,1.0,291,Push,108
189107,2,0.0,297,Push,103
189161,4,1.0,303,Push,102
189293,7,1.0,269,Push,106
189437,8,1.0,269,Push,101
189443,8,1.0,299,Push,107
189551,3,1.0,297,Push,105
189629,5,1.0,303,Push,106
189647,4,1.0,297,Push,101
189845,6,1.0,303,Push,105
189929,7,1.0,303,Push,103
190025,5,0.0,297,Push,104
190241,6,0.0,297,Push,107
190487,8,1.0,303,Push,108
190697,1,0.0,287,Push,107
190715,7,0.0,297,Push,108
190811,8,0.0,297,Push,106
190817,2,0.0,287,Push,101
191219,3,0.0,287,Push,103
191537,1,1.0,307,Push,104
191819,1,1.0,306,Push,105
191885,1,0.0,305,Push,103
192185,4,1.0,287,Push,105
192365,2,1.0,305,Push,101
192401,5,0.0,287,Push,104
192443,2,0.0,306,Push,107
192539,3,1.0,305,Push,104
192761,2,1.0,307,Push,108
192821,3,1.0,307,Push,107
192887,4,1.0,307,Push,101
193427,3,1.0,306,Push,101
193487,6,0.0,287,Push,102
193673,7,0.0,287,Push,108
193733,4,1.0,306,Push,106
193763,8,0.0,287,Push,106
193895,5,1.0,307,Push,102
194015,6,1.0,307,Push,103
194063,1,0.0,308,Push,107
194087,7,1.0,307,Push,106
194177,2,0.0,308,Push,103
194303,5,1.0,306,Push,108
194315,3,0.0,308,Push,102
194465,4,0.0,305,Push,108
194483,1,1.0,312,Push,104
194495,6,0.0,306,Push,103
194549,2,1.0,312,Push,105
194609,8,1.0,307,Push,105
194639,1,1.0,311,Push,105
194669,7,1.0,306,Push,104
194723,4,0.0,308,Push,101
194741,3,1.0,312,Push,103
194753,5,0.0,305,Push,107
194801,2,0.0,311,Push,103
194825,6,0.0,305,Push,106
194855,5,1.0,308,Push,105
194891,7,1.0,305,Push,105
194933,8,1.0,306,Push,102
194951,3,1.0,311,Push,102
195119,8,1.0,305,Push,102
195167,4,1.0,312,Push,108
195191,6,0.0,308,Push,108
195203,4,1.0,311,Push,107
195347,5,1.0,311,Push,106
195467,7,1.0,308,Push,106
195575,5,1.0,312,Push,101
195605,6,1.0,311,Push,101
195653,6,1.0,312,Push,107
195659,7,1.0,311,Push,104
195821,8,1.0,308,Push,104
195893,7,1.0,312,Push,102
196151,8,1.0,312,Push,106
196535,1,1.0,309,Push,102
196601,8,1.0,311,Push,108
196985,1,0.0,317,Push,108
197189,2,0.0,309,Push,103
197219,2,0.0,317,Push,101
197243,3,1.0,309,Push,104
197267,3,0.0,317,Push,107
197447,4,1.0,309,Push,105
197603,4,0.0,317,Push,102
197837,5,1.0,317,Push,106
198017,5,1.0,309,Push,108
198515,6,1.0,309,Push,101
198575,7,1.0,309,Push,106
198659,1,0.0,318,Push,104
198677,6,0.0,317,Push,103
198881,2,0.0,318,Push,103
198953,3,0.0,318,Push,102
198977,7,1.0,317,Push,104
199031,4,1.0,318,Push,105
199037,8,0.0,309,Push,107
199127,8,1.0,317,Push,105
199193,5,0.0,318,Push,107
199445,1,0.0,319,Push,102
199553,1,1.0,315,Push,104
199673,6,0.0,318,Push,101
199745,7,1.0,318,Push,108
199775,8,1.0,318,Push,106
199847,2,0.0,319,Push,103
200033,2,0.0,315,Push,106
200075,1,1.0,320,Push,107
200387,3,0.0,315,Push,102
200495,3,0.0,319,Push,104
200525,2,0.0,320,Push,106
200531,4,0.0,315,Push,103
200603,3,0.0,320,Push,108
200627,1,0.0,321,Push,102
